timestamp,agent,model_version,confidence,latency,hallucination,object_count
2026-05-17 22:44:57,vision,objdetect_v1,0.67,1.87,False,2
2026-05-17 22:44:59,vision,objdetect_v1,0.74,1.92,False,1
2026-05-17 22:45:02,vision,objdetect_v1,0.92,1.98,False,2
2026-05-17 22:45:03,vision,objdetect_v1,0.75,1.67,False,2
2026-05-17 22:45:05,vision,objdetect_v1,0.91,1.87,False,1
2026-05-17 22:45:08,vision,objdetect_v1,0.85,2.06,False,1
2026-05-17 22:45:10,vision,objdetect_v1,0.75,1.86,False,3
2026-05-17 22:45:11,vision,objdetect_v1,0.83,1.56,False,2
2026-05-17 22:45:14,vision,objdetect_v1,0.86,2.11,False,2
2026-05-17 22:45:16,vision,objdetect_v1,0.87,1.89,False,2
2026-05-17 22:45:18,vision,objdetect_v1,0.92,1.83,False,1
2026-05-17 22:45:21,vision,objdetect_v1,0.95,2.82,False,2
2026-05-17 22:45:23,vision,objdetect_v1,0.95,1.63,False,1
2026-05-17 22:45:25,vision,objdetect_v1,0.66,1.85,False,2
2026-05-17 22:45:27,vision,objdetect_v1,0.9,1.91,False,3
2026-05-17 22:45:29,vision,objdetect_v1,0.68,1.81,False,1
2026-05-17 22:45:31,vision,objdetect_v1,0.67,1.91,False,2
2026-05-17 22:45:33,vision,objdetect_v1,0.75,1.84,False,3
2026-05-17 22:45:35,vision,objdetect_v1,0.84,1.65,False,2
2026-05-17 22:45:36,vision,objdetect_v1,0.53,1.66,False,1
2026-05-17 22:45:38,vision,objdetect_v1,0.87,1.84,False,1
2026-05-17 22:45:40,vision,objdetect_v1,0.69,1.88,False,2
2026-05-17 22:45:42,vision,objdetect_v1,0.88,1.59,False,1
2026-05-17 22:45:44,vision,objdetect_v1,0.54,2.0,False,1
2026-05-17 22:45:46,vision,objdetect_v1,0.85,1.77,False,3
2026-05-17 22:45:48,vision,objdetect_v1,0.8,1.81,False,3
2026-05-17 22:45:50,vision,objdetect_v1,0.52,1.88,False,1
2026-05-17 22:45:58,vision,objdetect_v1,0.81,2.27,False,2
2026-05-17 22:46:01,vision,objdetect_v1,0.95,2.13,False,2
2026-05-17 22:46:04,vision,objdetect_v1,0.87,1.59,False,4
2026-05-17 22:46:06,vision,objdetect_v1,0.83,1.93,False,4
2026-05-17 22:46:09,vision,objdetect_v1,0.75,1.69,False,5
2026-05-17 22:46:12,vision,objdetect_v1,0.85,2.03,False,3
2026-05-17 22:46:14,vision,objdetect_v1,0.87,1.67,False,2
2026-05-17 22:46:17,vision,objdetect_v1,0.81,2.18,False,4
2026-05-17 22:58:02,vision,objdetect_v1,0.8,11.05,False,5
2026-05-17 23:06:10,vision,objdetect_v1,0.89,1.83,False,3
2026-05-17 23:24:14,vision,objdetect_v1,0.81,1.93,False,3
2026-05-17 23:42:29,vision,objdetect_v1,0.78,5.46,False,5
2026-05-17 23:44:26,summarizer,summary_v1,0.99,21.16,False,
2026-05-18 12:47:34,summarizer,summary_v1,0.88,265.5,False,
2026-05-18 12:48:08,vision,objdetect_v1,0.99,28.17,False,1
2026-05-18 12:48:37,vision,objdetect_v1,0.99,27.62,False,1
2026-05-18 12:53:04,vision,objdetect_v1,1.0,5.92,False,1
2026-05-18 12:57:04,summarizer,summary_v1,0.9,46.73,True,
2026-05-18 13:02:56,vision,objdetect_v1,0.61,5.34,False,1
2026-05-18 13:03:02,vision,objdetect_v1,0.59,3.36,False,1
2026-05-18 13:03:05,vision,objdetect_v1,0.72,2.32,False,2
2026-05-18 13:03:28,vision,objdetect_v1,0.69,23.35,False,1
2026-05-18 13:03:34,vision,objdetect_v1,0.79,5.31,False,3
2026-05-18 13:03:37,vision,objdetect_v1,0.76,2.8,False,2
2026-05-18 13:03:40,vision,objdetect_v1,1.0,1.89,False,1
2026-05-19 21:03:57,vision,objdetect_v1,0.84,5.16,False,3
2026-05-19 21:04:02,vision,objdetect_v1,1.0,4.9,False,1
2026-05-19 21:04:04,vision,objdetect_v1,0.99,1.58,False,1
2026-05-19 21:04:06,vision,objdetect_v1,0.0,1.54,False,0
2026-05-19 21:04:08,vision,objdetect_v1,0.62,1.8,False,3
2026-05-19 21:04:10,vision,objdetect_v1,1.0,1.44,False,1
2026-05-19 21:04:34,vision,objdetect_v1,0.86,23.77,False,2
2026-05-19 21:04:36,vision,objdetect_v1,0.87,1.66,False,3
2026-05-19 21:04:38,vision,objdetect_v1,0.8,1.51,False,3
2026-05-19 21:04:40,vision,objdetect_v1,0.97,1.47,False,3
2026-05-19 21:05:05,vision,objdetect_v1,0.78,24.41,False,2
2026-05-19 21:05:07,vision,objdetect_v1,1.0,1.83,False,1
2026-05-19 21:05:09,vision,objdetect_v1,0.9,1.59,False,3
2026-05-19 21:05:11,vision,objdetect_v1,0.91,1.56,False,2
2026-05-19 21:05:28,vision,objdetect_v1,0.97,17.4,False,2
2026-05-19 21:05:41,vision,objdetect_v1,0.96,12.09,False,2
2026-05-19 21:05:55,vision,objdetect_v1,1.0,13.87,False,1
2026-05-19 21:05:57,vision,objdetect_v1,1.0,2.05,False,1
2026-05-19 21:05:59,vision,objdetect_v1,0.98,1.68,False,2
2026-05-19 21:06:01,vision,objdetect_v1,0.92,1.48,False,2
2026-05-19 21:06:13,vision,objdetect_v1,0.68,11.15,False,2
2026-05-19 21:06:32,vision,objdetect_v1,0.78,19.05,False,2
2026-05-19 21:06:37,vision,objdetect_v1,1.0,4.57,False,1
2026-05-19 21:06:40,vision,objdetect_v1,0.81,3.17,False,2
2026-05-19 21:06:53,vision,objdetect_v1,1.0,12.62,False,1
2026-05-19 21:07:02,vision,objdetect_v1,0.9,7.79,False,3
2026-05-19 21:07:21,vision,objdetect_v1,0.83,18.94,False,3
2026-05-19 21:07:40,vision,objdetect_v1,1.0,19.12,False,1
2026-05-19 21:08:04,vision,objdetect_v1,0.74,22.96,False,3
2026-05-19 21:08:10,vision,objdetect_v1,0.71,5.44,False,11
2026-05-19 21:08:16,vision,objdetect_v1,0.67,5.44,False,21
2026-05-19 21:08:21,vision,objdetect_v1,0.97,4.8,False,2
2026-05-19 22:18:19,vision,objdetect_v1,0.97,5.24,False,1
2026-05-19 22:18:25,vision,objdetect_v1,0.99,5.06,False,1
